Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
5077,2806,Payment Issue,I was double charged for my ride.,Closed,2020-10-06,
616,7354,Payment Issue,I was double charged for my ride.,In Progress,2023-01-15,
386,6098,Payment Issue,I can't update my payment information in the app.,Resolved,2022-09-11,
7098,2650,Payment Issue,I can't update my payment information in the app.,Open,2020-07-15,2021-07-28
4394,1681,Payment Issue,My promo code was not applied to my ride.,Open,2023-06-17,
9341,6181,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-11-22,
3150,1861,Payment Issue,I was double charged for my ride.,Closed,2023-08-08,2022-09-15
859,9822,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2023-12-17,
9509,4481,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-09-20,
9900,8747,Payment Issue,I was double charged for my ride.,Closed,2023-07-07,
7767,6395,Payment Issue,I was double charged for my ride.,In Progress,2020-02-12,2020-05-21
4112,3755,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-06-09,2020-03-01
6637,2054,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-05-31,2020-08-12
9898,1570,Payment Issue,I was double charged for my ride.,Open,2021-01-24,
3763,4793,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-03-25,
2055,6588,Payment Issue,I was double charged for my ride.,Resolved,2022-12-04,2021-09-04
6323,7552,Payment Issue,My promo code was not applied to my ride.,Open,2022-12-30,
7832,9325,Payment Issue,I was double charged for my ride.,In Progress,2022-04-16,
495,4473,Payment Issue,I can't update my payment information in the app.,Open,2020-05-15,
375,4440,Payment Issue,I can't update my payment information in the app.,Closed,2021-02-23,
2076,6107,Payment Issue,I was double charged for my ride.,In Progress,2020-06-30,2020-08-29
3248,8144,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-06-25,2021-03-07
6659,7920,Payment Issue,I was double charged for my ride.,Open,2021-07-30,
7300,9541,Payment Issue,I was double charged for my ride.,In Progress,2022-09-24,
9780,8356,Payment Issue,I was double charged for my ride.,Open,2021-09-03,
1505,4042,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-11-28,
7425,2811,Payment Issue,I was double charged for my ride.,Closed,2020-02-11,2020-09-15
196,3095,Payment Issue,I was double charged for my ride.,In Progress,2020-05-04,
919,1642,Payment Issue,I was double charged for my ride.,Resolved,2022-04-24,
4234,6681,Payment Issue,I was double charged for my ride.,Open,2023-08-20,
9841,1789,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-06-12,2020-03-17
9159,8700,Payment Issue,I can't update my payment information in the app.,Closed,2023-06-21,2021-06-30
6044,8432,Payment Issue,I can't update my payment information in the app.,Closed,2022-02-25,
7742,6133,Payment Issue,I can't update my payment information in the app.,In Progress,2021-03-08,
9371,6731,Payment Issue,I was double charged for my ride.,In Progress,2023-08-08,2021-10-22
2460,5526,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-11-15,2021-04-17
9511,5559,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-10-07,2021-08-01
2635,4535,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-06-11,2023-02-18
4935,2711,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-06-21,
7733,2998,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-06-21,
4227,3891,Payment Issue,I was double charged for my ride.,In Progress,2020-01-03,2021-10-14
5841,1554,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-09-14,2022-02-12
1768,9919,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-03-06,2020-01-29
3861,1000,Payment Issue,I was double charged for my ride.,In Progress,2022-01-18,2022-11-17
8393,5645,Payment Issue,I was double charged for my ride.,In Progress,2022-03-02,2020-10-01
4363,2559,Payment Issue,I can't update my payment information in the app.,Open,2020-05-10,2021-02-08
560,5972,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-05-09,2021-08-09
5247,6557,Payment Issue,I was double charged for my ride.,In Progress,2023-04-15,
4558,4006,Payment Issue,I was double charged for my ride.,In Progress,2023-12-20,
699,2973,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-07-16,2021-03-25
3414,6230,Payment Issue,I was double charged for my ride.,Open,2023-12-21,
9058,7036,Payment Issue,I was double charged for my ride.,Closed,2021-05-01,2022-04-03
1553,6146,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-05-16,
2345,3137,Payment Issue,I can't update my payment information in the app.,Open,2020-06-11,
7037,1473,Payment Issue,My promo code was not applied to my ride.,Resolved,2022-07-05,
6480,3301,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2022-12-07,2021-06-11
6209,8257,Payment Issue,I was double charged for my ride.,Closed,2023-08-21,2022-06-22
8446,7168,Payment Issue,I can't update my payment information in the app.,Resolved,2022-04-28,
5360,1571,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-04-17,
5456,9617,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2022-03-22,2021-09-26
3125,8914,Payment Issue,I can't update my payment information in the app.,Closed,2023-07-20,2020-10-31
3125,8914,Payment Issue,I can't update my payment information in the app.,Closed,2023-07-20,2020-10-31
1634,9437,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2021-11-09,2020-02-04
484,4004,Payment Issue,I can't update my payment information in the app.,Open,2023-04-24,
1641,2694,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-09-21,
5931,1186,Payment Issue,I can't update my payment information in the app.,Resolved,2023-04-17,2022-12-15
6305,8366,Payment Issue,I was double charged for my ride.,Closed,2021-10-11,
2935,3327,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2021-03-18,
8105,6568,Payment Issue,I was double charged for my ride.,Closed,2020-10-26,2020-08-12
9900,8747,Payment Issue,I was double charged for my ride.,Closed,2023-07-07,
8632,1469,Payment Issue,My promo code was not applied to my ride.,Closed,2023-03-28,2022-07-20
8423,7280,Payment Issue,I was double charged for my ride.,Open,2023-01-11,2021-06-16
6083,7780,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2022-12-26,2022-12-26
9801,6440,Payment Issue,I can't update my payment information in the app.,Resolved,2023-12-14,
6904,7624,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-11-30,
8105,6568,Payment Issue,I was double charged for my ride.,Closed,2020-10-26,2020-08-12
1962,8662,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-01-07,
4674,1354,Payment Issue,I can't update my payment information in the app.,Open,2023-04-11,2023-08-29
1492,4248,Payment Issue,I can't update my payment information in the app.,Resolved,2023-02-13,
6305,8366,Payment Issue,I was double charged for my ride.,Closed,2021-10-11,
9615,6467,Payment Issue,I can't update my payment information in the app.,Open,2022-12-20,2023-12-09
8987,6046,Payment Issue,I was double charged for my ride.,Closed,2022-05-19,2021-07-14
2833,6336,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-02-12,
7541,4397,Payment Issue,I can't update my payment information in the app.,In Progress,2020-06-22,
5656,5813,Payment Issue,My promo code was not applied to my ride.,Closed,2020-10-16,2021-08-06
3481,5928,Payment Issue,I can't update my payment information in the app.,Closed,2020-06-09,2021-04-18
8325,7099,Payment Issue,I was double charged for my ride.,Closed,2021-08-02,2021-08-13
8847,2204,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-07-19,
7963,9223,Payment Issue,My promo code was not applied to my ride.,In Progress,2022-05-10,
869,1198,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-01-04,2022-07-04
9945,5332,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-06-03,
9349,9177,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-10-10,2021-08-11
8018,7317,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-02-12,2021-12-31
646,4702,Payment Issue,My promo code was not applied to my ride.,Open,2022-08-06,
2579,1999,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-01-01,2020-05-18
616,7354,Payment Issue,I was double charged for my ride.,In Progress,2023-01-15,
1799,1099,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2022-03-04,
1898,4709,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-08-05,
2664,7951,Payment Issue,My promo code was not applied to my ride.,Closed,2021-02-06,
9566,6956,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-03-24,
2675,2126,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2023-10-11,2021-01-18
7674,8677,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-11-15,2023-03-13
9247,1790,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-02-25,
7023,1535,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-06-25,
683,2199,Payment Issue,My promo code was not applied to my ride.,Open,2022-05-10,2022-07-30
2415,9431,Payment Issue,My promo code was not applied to my ride.,Closed,2022-08-18,
6829,1668,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2021-05-16,
2086,3356,Payment Issue,I was double charged for my ride.,In Progress,2023-09-23,
6257,9432,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-12-25,
2404,8601,Payment Issue,I was double charged for my ride.,Resolved,2020-04-12,2021-10-05
2293,7242,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-04-12,2021-08-17
2840,4585,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-01-07,2021-02-17
6922,9893,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-04-12,
5724,1694,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-09-12,2020-12-11
7719,4989,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-11-14,
8184,7562,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-07-04,2020-02-19
9575,8191,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-05-13,
422,3123,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-11-25,2022-06-29
8768,6443,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-04-24,2020-01-22
72,2585,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-05-19,
1517,7192,Payment Issue,I can't update my payment information in the app.,Open,2022-03-20,2020-11-26
1652,6200,Payment Issue,I was double charged for my ride.,Closed,2020-12-17,2021-07-18
8547,6600,Payment Issue,I can't update my payment information in the app.,In Progress,2022-11-29,
2180,5906,Payment Issue,I can't update my payment information in the app.,Open,2020-10-10,2022-01-06
8211,1094,Payment Issue,My promo code was not applied to my ride.,Open,2023-02-18,2022-11-03
4352,7260,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-08-24,
869,1198,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-01-04,2022-07-04
8930,9937,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-05-12,2022-08-09
3005,7682,Payment Issue,I can't update my payment information in the app.,Closed,2020-06-21,
2722,4002,Payment Issue,I can't update my payment information in the app.,Resolved,2021-04-29,2021-12-30
2897,4811,Payment Issue,I can't update my payment information in the app.,Open,2023-07-20,2022-04-07
2953,5622,Payment Issue,My promo code was not applied to my ride.,Closed,2023-12-20,
8788,9379,Payment Issue,I was double charged for my ride.,Open,2022-06-04,2023-04-11
326,6081,Payment Issue,My promo code was not applied to my ride.,Open,2020-01-30,2022-06-17
3278,8943,Payment Issue,I can't update my payment information in the app.,In Progress,2023-01-20,
9841,1789,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-06-12,2020-03-17
5616,3161,Payment Issue,I can't update my payment information in the app.,Closed,2020-01-11,
9787,9615,Payment Issue,I was double charged for my ride.,In Progress,2021-10-11,2021-08-30
8411,3376,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-07-16,
8446,7168,Payment Issue,I can't update my payment information in the app.,Resolved,2022-04-28,
4037,7705,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-02-11,2022-06-08
3246,5881,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-02-26,
361,5750,Payment Issue,I was double charged for my ride.,In Progress,2020-03-22,2023-09-15
8251,7254,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-01-03,2022-07-28
1577,8728,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-11-12,
